author,text,likes,published_at,clean_comment
@white-rabbitOfficial,ğ’‰­,0,2025-07-04T00:14:40Z,
@OttoVonspielberg,Oji wahyudi ğŸ˜‚ğŸ˜‚ğŸ˜‚,0,2025-07-03T18:08:03Z,oji wahyudi
@SmoolEi,Ad versi bok- nya ga? Brp gb kalok ada?,0,2025-07-03T15:57:27Z,ad versi bok nya ga brp gb kalok ada
@askagibran6520,Roblox sekarang bukan geme untuk anak anak,0,2025-07-03T12:28:24Z,roblox sekarang bukan geme untuk anak anak
@NoobCoc-k7p,Pantes sekarang kalo main ada batas usia sekarang dulu kan ga adağŸ—¿,0,2025-07-03T11:26:39Z,pantes sekarang kalo main ada batas usia sekarang dulu kan ga ada
@abidzaralfatih-u3f,Main Roblox si boleh tapi jangan birahi juga,0,2025-07-03T11:17:43Z,main roblox si boleh tapi jangan birahi juga
@abidzaralfatih-u3f,Gue pengen ketawa anjir,0,2025-07-03T11:17:27Z,gue pengen ketawa anjir
@cadalchan,"Biasa aja ah Avatar nya 
Mending punya pacar Solehah, rajin,penurut,bisa masak,dan yg paling penting bisa main ml sama gw ğŸ˜‚",0,2025-07-03T10:40:27Z,biasa aja ah avatar nya mending punya pacar solehah rajin penurut bisa masak dan yg paling penting bisa main ml sama gw
@dandadandi,Player roblox sekarang udah melenceng,1,2025-07-03T09:20:22Z,player roblox sekarang udah melenceng
@ismailiwankalashnikov710,"Aduhai ini game isinya bocil bocil loh
Gw pernah ketemu player Avatar kayak gitu umur nya 10 tahun jir
Mana pacaran sama orang randomğŸ’€",0,2025-07-03T06:05:53Z,aduhai ini game isinya bocil bocil loh gw pernah ketemu player avatar kayak gitu umur nya 10 tahun jir mana pacaran sama orang random
@Beneddetta-b9n9w,wanjr di bahas dongğŸ˜­,0,2025-07-03T05:00:23Z,wanjr di bahas dong
@NoisiV29,Gara gara grow a garden ga sih,1,2025-07-03T04:49:36Z,gara gara grow a garden ga sih
@inoymnka,kesukaan oji wahyudiğŸ˜¹ğŸ˜¹,0,2025-07-03T04:17:12Z,kesukaan oji wahyudi
@yogiamanda5094,Stress,0,2025-07-03T04:17:11Z,stress
@BUNTALTWERBANG,Roblox udah gak gak toleran ana bocil,0,2025-07-03T04:13:30Z,roblox udah gak gak toleran ana bocil
@EL_ExpLord_284,"Hey yoooo, chill aut broo",0,2025-07-03T04:12:25Z,hey yoooo chill aut broo
@triq_0130,untung gw main gegara mau main GAGğŸ—¿,1,2025-07-03T03:47:03Z,untung gw main gegara mau main gag
@XiaoHereee,Karakter roblox sekarang vulgar bet anjirğŸ˜¹,0,2025-07-03T03:42:04Z,karakter roblox sekarang vulgar bet anjir
@setanlu-t1k,hell nahğŸ’€,0,2025-07-03T03:14:15Z,hell nah
@afnansukafreefire,"Yang suka roblox
ğŸ‘‡",0,2025-07-03T03:07:26Z,yang suka roblox
@rezamaulana7810,Birahi pada roblox ğŸ˜‚ apakah kalian sudah tidak waras,0,2025-07-03T02:16:51Z,birahi pada roblox apakah kalian sudah tidak waras
@DEKY_SZ,"kalo dibilang gak normal, ya emang gak normal. tapi mendingan dibawa santai saja, lagian birahi sama karakter game gak jarang juga. ada yang birahi sama 2B atau mungkin karakter dari game lain, hal kayak gini tuh emang gak normal. tapi giliran ada yang birahi sama avatar Roblox baru koar-koar, padahal birahi sama karakter game udah bisa dibilang umum banget",0,2025-07-03T02:14:21Z,kalo dibilang gak normal ya emang gak normal tapi mendingan dibawa santai saja lagian birahi sama karakter game gak jarang juga ada yang birahi sama 2b atau mungkin karakter dari game lain hal kayak gini tuh emang gak normal tapi giliran ada yang birahi sama avatar roblox baru koar koar padahal birahi sama karakter game udah bisa dibilang umum banget
@darkangels9080,Kenapa admin bahas ini woylahğŸ˜‚ğŸ˜‚ğŸ˜‚,0,2025-07-03T02:12:57Z,kenapa admin bahas ini woylah
@Lokingsometisbatteer,"Awokawokawok ,binal ama paha kotakğŸ¤£",0,2025-07-03T00:54:26Z,awokawokawok binal ama paha kotak
@wildriftranger,Game sesat kumpulan para bocilğŸ˜‚ğŸ˜‚ğŸ˜‚ğŸ˜‚,0,2025-07-03T00:21:07Z,game sesat kumpulan para bocil
@YulianaYuli-np7kp,Cantik sih tapi kalo birahi sama karakter lu gila sumpah mending lu main ff terus ml cari cewek reall dari pada lu birahi sama karakter Roblox GK jelas walaupun cantik ya gila lu saya aslinya dua orang ğŸ™,0,2025-07-02T23:59:42Z,cantik sih tapi kalo birahi sama karakter lu gila sumpah mending lu main ff terus ml cari cewek reall dari pada lu birahi sama karakter roblox gk jelas walaupun cantik ya gila lu saya aslinya dua orang
@abdul-zy3dw,Kalau gw sih Kya ğŸ˜‹,0,2025-07-02T23:52:36Z,kalau gw sih kya
@abdul-zy3dw,Ente nafsu sama sama kotak kotak ğŸ˜¡,0,2025-07-02T23:52:19Z,ente nafsu sama sama kotak kotak
@NoLake4465,I'm bricked,0,2025-07-02T23:50:48Z,i m bricked
@adekurniawan187,"Sumpah kangen Roblox dulu jadinya soalnya gaada yang toxic,sexy danğŸ¤¨ oke Taulah ya,kalo kalian lihat karakter kek apa yang kalian lakukan?
Kalo gw..... AK-47 sudah ditangan",0,2025-07-02T23:49:50Z,sumpah kangen roblox dulu jadinya soalnya gaada yang toxic sexy dan oke taulah ya kalo kalian lihat karakter kek apa yang kalian lakukan kalo gw ak 47 sudah ditangan
@akudimana1847,Gws,0,2025-07-02T23:49:01Z,gws
@chikomaifa,Ah roblox bukanya buat nyantai kok kadi kek gini bjir,0,2025-07-02T23:45:39Z,ah roblox bukanya buat nyantai kok kadi kek gini bjir
@AFIX-NT089,Bro... Gw lebih milih nonton skibidi toilet daripada liat kek ginian,1,2025-07-02T23:40:57Z,bro gw lebih milih nonton skibidi toilet daripada liat kek ginian
@Baimal17,Itu mah masih manding coba versi r63 ya itu udah kaya toprut bahkan udah berisiâ˜ ï¸,0,2025-07-02T23:27:26Z,itu mah masih manding coba versi r63 ya itu udah kaya toprut bahkan udah berisi
@Tama-os3nh,Oji wahyudi ğŸ’€,0,2025-07-02T23:22:09Z,oji wahyudi
@firmansyagamers,Game Fomo,0,2025-07-02T23:11:33Z,game fomo
@LORDZYS2012,Stress,0,2025-07-02T22:55:36Z,stress
@Dimasmaulana23,Bukti bahwa Indonesia penderita skizofrenia no 1 di dunia,0,2025-07-02T22:52:47Z,bukti bahwa indonesia penderita skizofrenia no 1 di dunia
@ghinanurfaizah05,"Jujur emang karakternya cantik, tapi kok bisa ada yang seperti itu ya",0,2025-07-02T22:47:17Z,jujur emang karakternya cantik tapi kok bisa ada yang seperti itu ya
@Dezueditz,"antum birahi ama avatar roblox?ğŸ’€â˜ ï¸,bro sudah kehilangan akal nyağŸ’€â˜ ï¸",0,2025-07-02T22:36:33Z,antum birahi ama avatar roblox bro sudah kehilangan akal nya
@GameKeiko.ID1,Pantes muncul di beranda IG muluğŸ˜¦,0,2025-07-02T22:32:19Z,pantes muncul di beranda ig mulu
@YUZEY_ROBLOXGG,wajar aja sih bg.udh ada banyak gak cuman itu.ama Paling cuman candaan udh biasa,0,2025-07-02T22:31:32Z,wajar aja sih bg udh ada banyak gak cuman itu ama paling cuman candaan udh biasa
@YISLUFEINCH,anda sange sama char kotak?,0,2025-07-02T22:27:30Z,anda sange sama char kotak
@diffyizqi2547,yaelah,0,2025-07-02T21:54:25Z,yaelah
@R_FOKTRA_X,Gw yang main Roblox buat nyari game buatan indonesia ngelihat konten dance:daf*q men,0,2025-07-02T21:08:49Z,gw yang main roblox buat nyari game buatan indonesia ngelihat konten dance daf q men
@Fatpuddinggt,aduh ke kamar mandi lagi dawg,0,2025-07-02T20:21:03Z,aduh ke kamar mandi lagi dawg
@tempest529,Orang gilak ğŸ’€,0,2025-07-02T19:00:28Z,orang gilak
@ryuhikari4571,Birahi sama roblox cik wkkw,1,2025-07-02T18:56:28Z,birahi sama roblox cik wkkw
@sityqwer1249,"Dari pada joget"" gajelas mending kita main age of Titans",0,2025-07-02T18:28:15Z,dari pada joget gajelas mending kita main age of titans
@sidqimaulana7804,Gooners,0,2025-07-02T18:05:10Z,gooners
@Darkfriday534,Bang infoin Fan artnya,0,2025-07-02T17:50:34Z,bang infoin fan artnya
@albrtsimamora47,kangen roblox tahun 2014,0,2025-07-02T17:49:25Z,kangen roblox tahun 2014
@Ridho114-,"Karakter roblox itu 11 12 dengan anime menurut ku, cuman agak beda di beberapa hal. 

Jadi sebagai orang yang lumayan sering liat orang gila, entah sama Anime, Kartun, Furry, Roblox, Minecraft, Genshin, Dongua, Manhua, DLL menurut ku gaada bedanya Cuman sama sama Agak kena LCD nya aja.",6,2025-07-02T17:23:04Z,karakter roblox itu 11 12 dengan anime menurut ku cuman agak beda di beberapa hal jadi sebagai orang yang lumayan sering liat orang gila entah sama anime kartun furry roblox minecraft genshin dongua manhua dll menurut ku gaada bedanya cuman sama sama agak kena lcd nya aja
@kayy2548,"""sakit jiwa njr""",0,2025-07-02T17:03:13Z,sakit jiwa njr
@FadhilAbyanT,Oji WahyudiğŸ˜‚,0,2025-07-02T16:49:03Z,oji wahyudi
@RaihanEV,BIRAHI Ama karakter anj,0,2025-07-02T16:43:11Z,birahi ama karakter anj
@MNH1099,"Di jadikan AI juga menarik penampilannya ğŸ˜‚.. meanwhile meme yg bertebaran di internet so many people searching "" *Roblox **-porn-* """,1,2025-07-02T16:19:13Z,di jadikan ai juga menarik penampilannya meanwhile meme yg bertebaran di internet so many people searching roblox porn
@pengemisakunmla4904,Kenapa game Roblox banyak penghehe Avatar njier kan jadi gk mau main lagi kalo gitu,0,2025-07-02T16:03:07Z,kenapa game roblox banyak penghehe avatar njier kan jadi gk mau main lagi kalo gitu
@YamadaRiki,"GWS
Gak wafat sekalian",0,2025-07-02T15:50:46Z,gws gak wafat sekalian
@FirlyAgustian-k2c,"""Roblox bikin gobloxx""",1,2025-07-02T15:46:09Z,roblox bikin gobloxx
@pocongngetehtehpoci,Gitu doang sange bocil puber,0,2025-07-02T15:28:38Z,gitu doang sange bocil puber
@dancefloor9,Tapi emng cantik sih avatarnya anying,0,2025-07-02T15:25:19Z,tapi emng cantik sih avatarnya anying
@RinRoya,Nama avatarnya apa kalau di search di marketplaceğŸ«£,2,2025-07-02T15:11:51Z,nama avatarnya apa kalau di search di marketplace
@indo_1125,"S*nge sama Fanart nya masih mending, nah ini sama char nya langsung ğŸ¥€ğŸ¥€ brick by brick head ahh",0,2025-07-02T14:58:18Z,s nge sama fanart nya masih mending nah ini sama char nya langsung brick by brick head ahh
@alifxd5833,ğŸ—£ï¸GET OUT!!!!!!,0,2025-07-02T14:58:01Z,get out
@JazliJamaloding,Santai  ğŸ˜®,0,2025-07-02T14:47:56Z,santai
@kengaming-ip9gb,Fertis baru di dunia,0,2025-07-02T14:46:58Z,fertis baru di dunia
@dappXinzz,oji wahyudi sudah rusak bungğŸ˜‚,0,2025-07-02T14:46:26Z,oji wahyudi sudah rusak bung
@Fathan_mc1,Oji Wahyudi itu jirğŸ˜‚,0,2025-07-02T14:41:03Z,oji wahyudi itu jir
@kyrosses_0,"Gw malah main gara""monyet mini joget""ğŸ˜‚",0,2025-07-02T14:36:25Z,gw malah main gara monyet mini joget
@ajih-s5c,Duh panas panas sange euy ğŸ˜¹,0,2025-07-02T14:20:36Z,duh panas panas sange euy
@VhiJupitarenida,"Kok roblox bisa lepasin aksesoris yang kaya gitu ya?
Ngomong ""hi"" aja bisa di ban ini aksesoris kaya gini masih lepas 

Like how??!",0,2025-07-02T14:10:23Z,kok roblox bisa lepasin aksesoris yang kaya gitu ya ngomong hi aja bisa di ban ini aksesoris kaya gini masih lepas like how
@dreamgabut9511,"di pikiran gw : ""masih kawaian M4-chan gw""

edit: M4 adalah senjata",0,2025-07-02T14:01:21Z,di pikiran gw masih kawaian m4 chan gw edit m4 adalah senjata
@rifaldiprapigi,birahi sama kotak,0,2025-07-02T13:55:20Z,birahi sama kotak
@Pvz_Gaming9,wahyu oji:mana tahan,0,2025-07-02T13:39:39Z,wahyu oji mana tahan
@Hollycow_33I,Birahi sama char roblox? Selamat anda telah menjadi FETISHğŸ‰,0,2025-07-02T13:38:51Z,birahi sama char roblox selamat anda telah menjadi fetish
@alvinoilham.alqudus,Gooners woilağŸ˜¹,0,2025-07-02T13:26:05Z,gooners woila
@ROBOT_V1.1,Mendingan liat bacon dari pada liat Avatar begitu,0,2025-07-02T13:07:11Z,mendingan liat bacon dari pada liat avatar begitu
@Mc_Craft11,Di FB FL gua pada sange njir,0,2025-07-02T12:51:09Z,di fb fl gua pada sange njir
@exGor123,oji ojiğŸ˜‚,0,2025-07-02T12:48:41Z,oji oji
@ipangRobloxindonesia,Avatar sekarang aneh-aneh,0,2025-07-02T12:45:20Z,avatar sekarang aneh aneh
@ipangRobloxindonesia,Kenapa pada suka ginian dah,0,2025-07-02T12:44:47Z,kenapa pada suka ginian dah
@ipangRobloxindonesia,BroğŸ’€,0,2025-07-02T12:44:26Z,bro
@baguswijayanto6494,Si bro birahi dengan kotak ?,0,2025-07-02T12:41:19Z,si bro birahi dengan kotak
@sinonon2,orang gilağŸ—¿,0,2025-07-02T12:36:30Z,orang gila
@batubetraABC,Nooo adik kita dalam bahaya,0,2025-07-02T12:27:46Z,nooo adik kita dalam bahaya
@nefalz,Kacau,0,2025-07-02T12:15:53Z,kacau
@Fahri081,Gak jelas jir ğŸ˜,0,2025-07-02T12:15:47Z,gak jelas jir
@ketan_gg,Freaky jir yg mau birahi Ama karakter RobloxğŸ’€,0,2025-07-02T12:13:45Z,freaky jir yg mau birahi ama karakter roblox
@Senomaa,Astaghfirullah gambarnya,0,2025-07-02T12:10:28Z,astaghfirullah gambarnya
@Senomaa,Astaghfirullah gambarnya,0,2025-07-02T12:10:27Z,astaghfirullah gambarnya
@Senomaa,Astaghfirullah gambarnya,0,2025-07-02T12:09:58Z,astaghfirullah gambarnya
@Neroliquid,istri gw,0,2025-07-02T12:06:24Z,istri gw
@BlackZorokururo,Gak,0,2025-07-02T12:05:03Z,gak
@yanzz_9601,Birahi sama avatar Roblox sama aja kaya birahi sama anime,1,2025-07-02T11:26:56Z,birahi sama avatar roblox sama aja kaya birahi sama anime
@Ozaioooooooo,Kenapa nama gw cok oji wahyu noooo,0,2025-07-02T11:23:04Z,kenapa nama gw cok oji wahyu noooo
@IzudinAmzYT,gua tiap buka ig ketemu ini mulu anjir ğŸ˜‚ğŸ™ğŸ¼,0,2025-07-02T11:18:21Z,gua tiap buka ig ketemu ini mulu anjir
@farelanggara211,Jir,0,2025-07-02T11:14:44Z,jir
@ExcCh,"Ya gak lah gila kali lu suka sama karakter game, itu mah gilanya udah kelewat jir, jangan sampe gw habis ini denger kabar ada guling gambar karakter ini gw tonjok jir hp gw cog",0,2025-07-02T11:06:56Z,ya gak lah gila kali lu suka sama karakter game itu mah gilanya udah kelewat jir jangan sampe gw habis ini denger kabar ada guling gambar karakter ini gw tonjok jir hp gw cog
@wipzdee1,Aduhai ada  banyak cwek tapi milih character roblox,0,2025-07-02T10:49:47Z,aduhai ada banyak cwek tapi milih character roblox
@swagduck5473,Bikin game roblox nambah kaya,0,2025-07-02T10:42:21Z,bikin game roblox nambah kaya
@19Eren-YEAGER,Bahas AOT lagi,0,2025-07-02T10:32:19Z,bahas aot lagi
@HerexFarel-p1k,Apalah ava seksi aja suka mending maen dead rails,0,2025-07-02T10:24:05Z,apalah ava seksi aja suka mending maen dead rails
@KamuNanyea-s1s,"Biar saya jelaskan untuk yang muslim hukum nya apağŸ˜‚ğŸ—¿ 
 
Hukumnya sih makruh aja kalo cuma suka kalo udah sampe c0l# itumah udah gila anjir bukan haram itumah gila cokğŸ—¿",0,2025-07-02T10:21:19Z,biar saya jelaskan untuk yang muslim hukum nya apa hukumnya sih makruh aja kalo cuma suka kalo udah sampe c0l itumah udah gila anjir bukan haram itumah gila cok
@rakaD.k,"ketika wanita main roblox char nya cantik, sedang kan gw malah jadi kapibara",0,2025-07-02T10:21:18Z,ketika wanita main roblox char nya cantik sedang kan gw malah jadi kapibara
@hekal0743,stres,0,2025-07-02T10:20:35Z,stres
@iwak-i1s,Bro it's just a pixel ğŸ’€,0,2025-07-02T10:14:39Z,bro it s just a pixel
@mikaelbocil848,BACON HAIR TETAP DI HATI,0,2025-07-02T10:14:05Z,bacon hair tetap di hati
@MaherAl-k7e,Biasanya etak on Titan sekarang Roblox,0,2025-07-02T10:12:35Z,biasanya etak on titan sekarang roblox
@ImanSyahrizal-x9p,Sebenarnya sih di bawa santai aja tapi stressğŸ¤£ğŸ¤£,0,2025-07-02T10:05:26Z,sebenarnya sih di bawa santai aja tapi stress
@KrisnaNathaAldiswara-nw6hr,Tidak normal soalnya namanya ada wahyu nyağŸ˜‚ğŸ˜‚ğŸ˜‚ğŸ˜‚di chat langsung ngeh,0,2025-07-02T10:05:05Z,tidak normal soalnya namanya ada wahyu nya di chat langsung ngeh
@humamsantuy,"di ig ada tuh memenya. isi kolom komentarnya penuh dengan 
""kapan dia sadar dok?""(stiker spongebob yang mukanya keheranan)
lagian aneh aneh ya, orang yang suka sama karakter anime aja kadang di bilang ""ga wajar, suka sama karakter kartun, 2d"" ini lebih parah pakğŸ˜‚ğŸ˜‚",1,2025-07-02T09:51:10Z,di ig ada tuh memenya isi kolom komentarnya penuh dengan kapan dia sadar dok stiker spongebob yang mukanya keheranan lagian aneh aneh ya orang yang suka sama karakter anime aja kadang di bilang ga wajar suka sama karakter kartun 2d ini lebih parah pak
@Nagi_969,B aja anime buat apa jir,0,2025-07-02T09:47:59Z,b aja anime buat apa jir
@OkkyJellydrinkk,Hell nawww sagne dengan kotak kotak dawg ğŸ’€ğŸ’€ğŸ’€ğŸ’€,0,2025-07-02T09:39:48Z,hell nawww sagne dengan kotak kotak dawg
@Bone621,WHAATT THEEE HELL,0,2025-07-02T09:39:37Z,whaatt theee hell
@zhinzero-777,Bukan gara2 itu min tapi gara gra jandel,0,2025-07-02T09:38:33Z,bukan gara2 itu min tapi gara gra jandel
@kukumacan2199,Oi ğŸ˜‚ mengapa demikian rek,0,2025-07-02T09:34:11Z,oi mengapa demikian rek
@Mine._Zyy,ğŸ¥±ğŸ˜¹ğŸ˜¹,0,2025-07-02T09:29:27Z,
@IRZEN,Kebanyakan sekarang player roblox terutama di Indonesia itu boti klo klian kgk percaya dan botinya itu fix para bocil yg caper,0,2025-07-02T09:20:07Z,kebanyakan sekarang player roblox terutama di indonesia itu boti klo klian kgk percaya dan botinya itu fix para bocil yg caper
@MuhRezky-c2w,susss   bangâ˜ ï¸â˜ ï¸â˜ ï¸â˜ ï¸,0,2025-07-02T09:15:06Z,susss bang
@radoaf5058,stress,0,2025-07-02T09:13:58Z,stress
@ReyR22Red,"Gedein dikit bisa, dibicarakan!ğŸ˜ğŸ˜¹",1,2025-07-02T08:40:19Z,gedein dikit bisa dibicarakan
@ekaahmad5384,"Bawa santai aja sebenarnya gua juga sering main Roblox, sering juga ketemu character cewek cakep gitu tapi ya biasa aja soalnya fokus main, nah kenapa bisa viral character roblok cewek ini? Soalnya pusat perhatian ya ke dia doang kalo main mah boro2 ngelirik paling juga mantengin stok",5,2025-07-02T08:26:43Z,bawa santai aja sebenarnya gua juga sering main roblox sering juga ketemu character cewek cakep gitu tapi ya biasa aja soalnya fokus main nah kenapa bisa viral character roblok cewek ini soalnya pusat perhatian ya ke dia doang kalo main mah boro2 ngelirik paling juga mantengin stok
@SharpnessMC,Rusak rusak,0,2025-07-02T08:22:36Z,rusak rusak
