author,text,likes,published_at
@NoobCoc-k7p,Pantes sekarang kalo main ada batas usia sekarang dulu kan ga ada🗿,0,2025-07-03T11:26:39Z
@abidzaralfatih-u3f,Main Roblox si boleh tapi jangan birahi juga,0,2025-07-03T11:17:43Z
@abidzaralfatih-u3f,Gue pengen ketawa anjir,0,2025-07-03T11:17:27Z
@cadalchan,"Biasa aja ah Avatar nya 
Mending punya pacar Solehah, rajin,penurut,bisa masak,dan yg paling penting bisa main ml sama gw 😂",0,2025-07-03T10:40:27Z
@dandadandi,Player roblox sekarang udah melenceng,1,2025-07-03T09:20:22Z
@ismailiwankalashnikov710,"Aduhai ini game isinya bocil bocil loh
Gw pernah ketemu player Avatar kayak gitu umur nya 10 tahun jir
Mana pacaran sama orang random💀",0,2025-07-03T06:05:53Z
@Beneddetta-b9n9w,wanjr di bahas dong😭,0,2025-07-03T05:00:23Z
@NoisiV29,Gara gara grow a garden ga sih,1,2025-07-03T04:49:36Z
@inoymnka,kesukaan oji wahyudi😹😹,0,2025-07-03T04:17:12Z
@yogiamanda5094,Stress,0,2025-07-03T04:17:11Z
@BUNTALTWERBANG,Roblox udah gak gak toleran ana bocil,0,2025-07-03T04:13:30Z
@EL_ExpLord_284,"Hey yoooo, chill aut broo",0,2025-07-03T04:12:25Z
@triq_0130,untung gw main gegara mau main GAG🗿,1,2025-07-03T03:47:03Z
@XiaoHereee,Karakter roblox sekarang vulgar bet anjir😹,0,2025-07-03T03:42:04Z
@setanlu-t1k,hell nah💀,0,2025-07-03T03:14:15Z
@afnansukafreefire,"Yang suka roblox
👇",0,2025-07-03T03:07:26Z
@rezamaulana7810,Birahi pada roblox 😂 apakah kalian sudah tidak waras,0,2025-07-03T02:16:51Z
@DEKY_SZ,"kalo dibilang gak normal, ya emang gak normal. tapi mendingan dibawa santai saja, lagian birahi sama karakter game gak jarang juga. ada yang birahi sama 2B atau mungkin karakter dari game lain, hal kayak gini tuh emang gak normal. tapi giliran ada yang birahi sama avatar Roblox baru koar-koar, padahal birahi sama karakter game udah bisa dibilang umum banget",0,2025-07-03T02:14:21Z
@darkangels9080,Kenapa admin bahas ini woylah😂😂😂,0,2025-07-03T02:12:57Z
@Lokingsometisbatteer,"Awokawokawok ,binal ama paha kotak🤣",0,2025-07-03T00:54:26Z
@wildriftranger,Game sesat kumpulan para bocil😂😂😂😂,0,2025-07-03T00:21:07Z
@YulianaYuli-np7kp,Cantik sih tapi kalo birahi sama karakter lu gila sumpah mending lu main ff terus ml cari cewek reall dari pada lu birahi sama karakter Roblox GK jelas walaupun cantik ya gila lu saya aslinya dua orang 🐙,0,2025-07-02T23:59:42Z
@abdul-zy3dw,Kalau gw sih Kya 😋,0,2025-07-02T23:52:36Z
@abdul-zy3dw,Ente nafsu sama sama kotak kotak 😡,0,2025-07-02T23:52:19Z
@NoLake4465,I'm bricked,0,2025-07-02T23:50:48Z
@adekurniawan187,"Sumpah kangen Roblox dulu jadinya soalnya gaada yang toxic,sexy dan🤨 oke Taulah ya,kalo kalian lihat karakter kek apa yang kalian lakukan?
Kalo gw..... AK-47 sudah ditangan",0,2025-07-02T23:49:50Z
@akudimana1847,Gws,0,2025-07-02T23:49:01Z
@chikomaifa,Ah roblox bukanya buat nyantai kok kadi kek gini bjir,0,2025-07-02T23:45:39Z
@AFIX-NT089,Bro... Gw lebih milih nonton skibidi toilet daripada liat kek ginian,1,2025-07-02T23:40:57Z
@Baimal17,Itu mah masih manding coba versi r63 ya itu udah kaya toprut bahkan udah berisi☠️,0,2025-07-02T23:27:26Z
@Tama-os3nh,Oji wahyudi 💀,0,2025-07-02T23:22:09Z
@firmansyagamers,Game Fomo,0,2025-07-02T23:11:33Z
@LORDZYS2012,Stress,0,2025-07-02T22:55:36Z
@Dimasmaulana23,Bukti bahwa Indonesia penderita skizofrenia no 1 di dunia,0,2025-07-02T22:52:47Z
@ghinanurfaizah05,"Jujur emang karakternya cantik, tapi kok bisa ada yang seperti itu ya",0,2025-07-02T22:47:17Z
@Dezueditz,"antum birahi ama avatar roblox?💀☠️,bro sudah kehilangan akal nya💀☠️",0,2025-07-02T22:36:33Z
@GameKeiko.ID1,Pantes muncul di beranda IG mulu😦,0,2025-07-02T22:32:19Z
@YUZEY_ROBLOXGG,wajar aja sih bg.udh ada banyak gak cuman itu.ama Paling cuman candaan udh biasa,0,2025-07-02T22:31:32Z
@YISLUFEINCH,anda sange sama char kotak?,0,2025-07-02T22:27:30Z
@diffyizqi2547,yaelah,0,2025-07-02T21:54:25Z
@R_FOKTRA_X,Gw yang main Roblox buat nyari game buatan indonesia ngelihat konten dance:daf*q men,0,2025-07-02T21:08:49Z
@Fatpuddinggt,aduh ke kamar mandi lagi dawg,0,2025-07-02T20:21:03Z
@tempest529,Orang gilak 💀,0,2025-07-02T19:00:28Z
@ryuhikari4571,Birahi sama roblox cik wkkw,1,2025-07-02T18:56:28Z
@sityqwer1249,"Dari pada joget"" gajelas mending kita main age of Titans",0,2025-07-02T18:28:15Z
@sidqimaulana7804,Gooners,0,2025-07-02T18:05:10Z
@Darkfriday534,Bang infoin Fan artnya,0,2025-07-02T17:50:34Z
@albrtsimamora47,kangen roblox tahun 2014,0,2025-07-02T17:49:25Z
@Ridho114-,"Karakter roblox itu 11 12 dengan anime menurut ku, cuman agak beda di beberapa hal. 

Jadi sebagai orang yang lumayan sering liat orang gila, entah sama Anime, Kartun, Furry, Roblox, Minecraft, Genshin, Dongua, Manhua, DLL menurut ku gaada bedanya Cuman sama sama Agak kena LCD nya aja.",6,2025-07-02T17:23:04Z
@kayy2548,"""sakit jiwa njr""",0,2025-07-02T17:03:13Z
@FadhilAbyanT,Oji Wahyudi😂,0,2025-07-02T16:49:03Z
@RaihanEV,BIRAHI Ama karakter anj,0,2025-07-02T16:43:11Z
@MNH1099,"Di jadikan AI juga menarik penampilannya 😂.. meanwhile meme yg bertebaran di internet so many people searching "" *Roblox **-porn-* """,1,2025-07-02T16:19:13Z
@pengemisakunmla4904,Kenapa game Roblox banyak penghehe Avatar njier kan jadi gk mau main lagi kalo gitu,0,2025-07-02T16:03:07Z
@YamadaRiki,"GWS
Gak wafat sekalian",0,2025-07-02T15:50:46Z
@FirlyAgustian-k2c,"""Roblox bikin gobloxx""",1,2025-07-02T15:46:09Z
@pocongngetehtehpoci,Gitu doang sange bocil puber,0,2025-07-02T15:28:38Z
@dancefloor9,Tapi emng cantik sih avatarnya anying,0,2025-07-02T15:25:19Z
@RinRoya,Nama avatarnya apa kalau di search di marketplace🫣,2,2025-07-02T15:11:51Z
@indo_1125,"S*nge sama Fanart nya masih mending, nah ini sama char nya langsung 🥀🥀 brick by brick head ahh",0,2025-07-02T14:58:18Z
@alifxd5833,🗣️GET OUT!!!!!!,0,2025-07-02T14:58:01Z
@JazliJamaloding,Santai  😮,0,2025-07-02T14:47:56Z
@kengaming-ip9gb,Fertis baru di dunia,0,2025-07-02T14:46:58Z
@dappXinzz,oji wahyudi sudah rusak bung😂,0,2025-07-02T14:46:26Z
@Fathan_mc1,Oji Wahyudi itu jir😂,0,2025-07-02T14:41:03Z
@kyrosses_0,"Gw malah main gara""monyet mini joget""😂",0,2025-07-02T14:36:25Z
@ajih-s5c,Duh panas panas sange euy 😹,0,2025-07-02T14:20:36Z
@VhiJupitarenida,"Kok roblox bisa lepasin aksesoris yang kaya gitu ya?
Ngomong ""hi"" aja bisa di ban ini aksesoris kaya gini masih lepas 

Like how??!",0,2025-07-02T14:10:23Z
@dreamgabut9511,"di pikiran gw : ""masih kawaian M4-chan gw""

edit: M4 adalah senjata",0,2025-07-02T14:01:21Z
@rifaldiprapigi,birahi sama kotak,0,2025-07-02T13:55:20Z
@Pvz_Gaming9,wahyu oji:mana tahan,0,2025-07-02T13:39:39Z
@Hollycow_33I,Birahi sama char roblox? Selamat anda telah menjadi FETISH🎉,0,2025-07-02T13:38:51Z
@alvinoilham.alqudus,Gooners woila😹,0,2025-07-02T13:26:05Z
@ROBOT_V1.1,Mendingan liat bacon dari pada liat Avatar begitu,0,2025-07-02T13:07:11Z
@Mc_Craft11,Di FB FL gua pada sange njir,0,2025-07-02T12:51:09Z
@exGor123,oji oji😂,0,2025-07-02T12:48:41Z
@ipangRobloxindonesia,Avatar sekarang aneh-aneh,0,2025-07-02T12:45:20Z
@ipangRobloxindonesia,Kenapa pada suka ginian dah,0,2025-07-02T12:44:47Z
@ipangRobloxindonesia,Bro💀,0,2025-07-02T12:44:26Z
@baguswijayanto6494,Si bro birahi dengan kotak ?,0,2025-07-02T12:41:19Z
@sinonon2,orang gila🗿,0,2025-07-02T12:36:30Z
@batubetraABC,Nooo adik kita dalam bahaya,0,2025-07-02T12:27:46Z
@nefalz,Kacau,0,2025-07-02T12:15:53Z
@Fahri081,Gak jelas jir 😐,0,2025-07-02T12:15:47Z
@ketan_gg,Freaky jir yg mau birahi Ama karakter Roblox💀,0,2025-07-02T12:13:45Z
@Senomaa,Astaghfirullah gambarnya,0,2025-07-02T12:10:28Z
@Senomaa,Astaghfirullah gambarnya,0,2025-07-02T12:10:27Z
@Senomaa,Astaghfirullah gambarnya,0,2025-07-02T12:09:58Z
@Neroliquid,istri gw,0,2025-07-02T12:06:24Z
@BlackZorokururo,Gak,0,2025-07-02T12:05:03Z
@yanzz_9601,Birahi sama avatar Roblox sama aja kaya birahi sama anime,1,2025-07-02T11:26:56Z
@Ozaioooooooo,Kenapa nama gw cok oji wahyu noooo,0,2025-07-02T11:23:04Z
@IzudinAmzYT,gua tiap buka ig ketemu ini mulu anjir 😂🙏🏼,0,2025-07-02T11:18:21Z
@farelanggara211,Jir,0,2025-07-02T11:14:44Z
@ExcCh,"Ya gak lah gila kali lu suka sama karakter game, itu mah gilanya udah kelewat jir, jangan sampe gw habis ini denger kabar ada guling gambar karakter ini gw tonjok jir hp gw cog",0,2025-07-02T11:06:56Z
@wipzdee1,Aduhai ada  banyak cwek tapi milih character roblox,0,2025-07-02T10:49:47Z
@swagduck5473,Bikin game roblox nambah kaya,0,2025-07-02T10:42:21Z
@19Eren-YEAGER,Bahas AOT lagi,0,2025-07-02T10:32:19Z
@HerexFarel-p1k,Apalah ava seksi aja suka mending maen dead rails,0,2025-07-02T10:24:05Z
@KamuNanyea-s1s,"Biar saya jelaskan untuk yang muslim hukum nya apa😂🗿 
 
Hukumnya sih makruh aja kalo cuma suka kalo udah sampe c0l# itumah udah gila anjir bukan haram itumah gila cok🗿",0,2025-07-02T10:21:19Z
@rakaD.k,"ketika wanita main roblox char nya cantik, sedang kan gw malah jadi kapibara",0,2025-07-02T10:21:18Z
@hekal0743,stres,0,2025-07-02T10:20:35Z
@iwak-i1s,Bro it's just a pixel 💀,0,2025-07-02T10:14:39Z
@mikaelbocil848,BACON HAIR TETAP DI HATI,0,2025-07-02T10:14:05Z
@MaherAl-k7e,Biasanya etak on Titan sekarang Roblox,0,2025-07-02T10:12:35Z
@ImanSyahrizal-x9p,Sebenarnya sih di bawa santai aja tapi stress🤣🤣,0,2025-07-02T10:05:26Z
@KrisnaNathaAldiswara-nw6hr,Tidak normal soalnya namanya ada wahyu nya😂😂😂😂di chat langsung ngeh,0,2025-07-02T10:05:05Z
@humamsantuy,"di ig ada tuh memenya. isi kolom komentarnya penuh dengan 
""kapan dia sadar dok?""(stiker spongebob yang mukanya keheranan)
lagian aneh aneh ya, orang yang suka sama karakter anime aja kadang di bilang ""ga wajar, suka sama karakter kartun, 2d"" ini lebih parah pak😂😂",1,2025-07-02T09:51:10Z
@Nagi_969,B aja anime buat apa jir,0,2025-07-02T09:47:59Z
@OkkyJellydrinkk,Hell nawww sagne dengan kotak kotak dawg 💀💀💀💀,0,2025-07-02T09:39:48Z
@Bone621,WHAATT THEEE HELL,0,2025-07-02T09:39:37Z
@zhinzero-777,Bukan gara2 itu min tapi gara gra jandel,0,2025-07-02T09:38:33Z
@kukumacan2199,Oi 😂 mengapa demikian rek,0,2025-07-02T09:34:11Z
@Mine._Zyy,🥱😹😹,0,2025-07-02T09:29:27Z
@IRZEN,Kebanyakan sekarang player roblox terutama di Indonesia itu boti klo klian kgk percaya dan botinya itu fix para bocil yg caper,0,2025-07-02T09:20:07Z
@MuhRezky-c2w,susss   bang☠️☠️☠️☠️,0,2025-07-02T09:15:06Z
@radoaf5058,stress,0,2025-07-02T09:13:58Z
@ReyR22Red,"Gedein dikit bisa, dibicarakan!😁😹",1,2025-07-02T08:40:19Z
@ekaahmad5384,"Bawa santai aja sebenarnya gua juga sering main Roblox, sering juga ketemu character cewek cakep gitu tapi ya biasa aja soalnya fokus main, nah kenapa bisa viral character roblok cewek ini? Soalnya pusat perhatian ya ke dia doang kalo main mah boro2 ngelirik paling juga mantengin stok",5,2025-07-02T08:26:43Z
@SharpnessMC,Rusak rusak,0,2025-07-02T08:22:36Z
@Apidz-IX,"Oji Wahyudi 🤣🤣🤣🤣🤣,mana digrup fb timpa teks banyak versinya lagi 😭😭🤣🤣🤣🤣🤣",0,2025-07-02T07:50:58Z
@ZenvyCh,"sebagai streamer roblox senang bisa rame, dan aku cuma nganggap ini joke aja, yakali ada orang beneran sange an ama roblox bjir😭",0,2025-07-02T07:42:52Z
@Princeofsand-d4r,Kotak kotak Cok!!😅😅,1,2025-07-02T07:40:57Z
@RyuuzakiZanagi,Masih mending ngehayal nikah ama waifu dari pada sange ama karakter game yg bahkan hampir kotak kotak kek menkrep 😐,0,2025-07-02T07:38:00Z
@Martinoballs,Mmk lahh. Kebuka dikit di bilang porno😁,0,2025-07-02T07:30:52Z
@Dreamm551,Infokan foto foto nya dari mana bang?,0,2025-07-02T07:22:48Z
@Akbar-zp1jj,"Ada banyak chart dari Genshin,ZZZ,Honkai tapi kenapa harus Roblox cok😭",0,2025-07-02T07:20:36Z
@banxderslebew9124,"yg salah ni pemain nya, Jan bikin orang bernafsu pada fantasi kalian, fetis orng beda2 bukan suka furry, Minecraft😂,, pada inti nya klo ngk mau bikin orng birahi Jan mancing aj",0,2025-07-02T07:10:40Z
@gemini924,"aku yang main roblox karena ada clan roblox di Alternate Battleground Be like :
kukira ramai karena nostalgia, ternyata karena avatar cewek😮‍💨😮‍💨😮‍💨",3,2025-07-02T07:09:47Z
@kalakunmeme493,"""antum birahi sama kartun"" moment",0,2025-07-02T07:08:32Z
@RADENKECE,mending jadi petani grow a garden😂,0,2025-07-02T06:54:35Z
@FORGOTTEN_FIXED,"Aku main roblox, tapi aku gk liat itu, aku main roblox karna temen aku main juga, kan malas juga main ML kalah mulu🗿",0,2025-07-02T06:52:54Z
@KingWhite010,Yang gak main Roblox bilek:ho🗿,0,2025-07-02T06:51:10Z
@Stay_Halal1141,"Ayoalah bun itu ame tqrget ke ank anak
Orang indo udh ngerusak gme roblox am ava yg sus , gua maen roblox dlu tenaaaang aj sekarang org org udh pada aneh semua caboel , biruahi pulak , anak kls 3 sd aja udh bisa ngehina yttm ama miskin gila gk tuh . Masih mending maen ama orang luar dri pada orang indo sendiri , buat bljr b inggris juga",1,2025-07-02T06:49:30Z
@Aal-l2g,Dan temannya oji wahyudi pun sampai bikin status sambil vn kalo dia heran kok ada aja yang ange sama ava game😂,0,2025-07-02T06:45:35Z
@Galaksinya_,Bro adalah Pasian RSJ,0,2025-07-02T06:45:10Z
@MichaelTCFREEPALESTINE,Biasa aja itu sama aja kek samge ama kartun dan game,0,2025-07-02T06:33:20Z
@serigala-tersakiti,Penyakit gila tak tertolong kan,0,2025-07-02T06:26:33Z
@CHIKIFORTUNE,Game yg dlu dibuat untuk edukasi dan sekarang sudah tidak lagi😢,0,2025-07-02T06:19:09Z
@Zenji-sama,Bro sungguh crazy 💀,0,2025-07-02T06:17:38Z
@Brackanimators,Itu org ny birahi berat SDM rendah😂😂😂,0,2025-07-02T06:12:55Z
@fathiribrahim-h2z,"Kuntum
farm nya udh di",1,2025-07-02T05:59:55Z
@FarizYeager1,Mending Gua Main Free Fire Dari Pada Ternodai🗿,0,2025-07-02T05:58:06Z
@yusufhanifah4550,Ts Js pmo fr I miss 2018 era fr,0,2025-07-02T05:55:58Z
@Skyvye1,Antum birahi dengan kubus😡,0,2025-07-02T05:55:08Z
@Ganis_kingg,:D,0,2025-07-02T05:53:33Z
@raynarfarzan653,Wah tadi yang foto chat itu udah gak waras kok bisa gitu sama karakter roblox kalo ngajak main gara gara banyak yang sseru sama nemu game yang bagus normal lah tapi kalau gitu udah gak bener,0,2025-07-02T05:52:37Z
@kiyoshioga,Oji wahyudi 😂,0,2025-07-02T05:51:38Z
@Infero_Cool,Padahal tuhan gak kurang kurang/banyak ciptain perempuan buat jadi pasangan lu.Lah lu malah birahi sama karakter game🗿,1,2025-07-02T05:48:10Z
@YuraNoirID,Gooning 🤣🤣,0,2025-07-02T05:47:40Z
@org_gabut73648,"Yg buat lah, yg suka lah, sama sama gila ...
 mungkin mereka sudah tidak waras lagi 🗿",0,2025-07-02T05:45:18Z
@BAXIBOX,Yhaha😂,0,2025-07-02T05:39:46Z
@callmefajril,kalo di bilang suka ya normal normal aja selagi jangan di jadiin bacol,0,2025-07-02T05:37:57Z
@the_vanxtroit,"Wah,make tu orang",1,2025-07-02T05:30:22Z
@NatanPrambon,Hell nah birahi sama avatar rolnuk,0,2025-07-02T05:21:25Z
@MR.Riverz,B aja gw mah  orang nya aja kali yang stress,1,2025-07-02T05:14:50Z
@Ilham_Bay,"""Kenapa harus roblox COKKK""       -Pria misterius",0,2025-07-02T05:14:09Z
@infinixroblox,finally roblox cuy,0,2025-07-02T05:14:04Z
@Ridwan-u3o,Fetish baru,0,2025-07-02T05:11:19Z
@Nolan-xryy01,"Liat avatar doang bisa sange, udh gila tu orang😂",0,2025-07-02T05:08:18Z
@YuliAna-x4b3f,Gua mending gua nonton guest saja dari pada vidio itu,0,2025-07-02T05:07:26Z
@ABHISTASPEED,"Ini bukan kasus terparah, kasus terparah ada di game minecraft🗿",0,2025-07-02T05:04:59Z
@BimaNyu-hp,Wa aku sampai giler omggggggg yiahh yametehh😊,0,2025-07-02T05:04:54Z
@beginner-CUX01,Lebih baik tidak tahu,0,2025-07-02T05:03:33Z
@ReyAlphaexe,Gua main roblox sih gara gara seru ada banyak game di roblox gua heran dengan anak roblox zama sekarang 🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿,0,2025-07-02T04:59:48Z
@Werli.n,Mending gw jadi garou,0,2025-07-02T04:56:44Z
@PangfungAnthemrar,Nah ente mau birahi ama karakter Roblox ☠️,0,2025-07-02T04:56:32Z
@arqaalwin,Benjir di buwat riviu nya juga jir ❤ ori wahyudi,0,2025-07-02T04:55:54Z
@Keii_pretty,Mending nntn aot🗿,0,2025-07-02T04:53:47Z
@Wthel_3,Gua main roblox cuma mau seru-seruan aja bang😊,0,2025-07-02T04:52:48Z
@Benhurgaming,Alamak najisnya,0,2025-07-02T04:51:45Z
@665gnal,"Lu liat bikin nganceng kan😂
""Kata bocil di wa""",0,2025-07-02T04:51:04Z
@jjpkxd,Bang gw aslinya GK suka sih main sama cewek apalagi di game gw aja GK sopan sama  ortu apalagi cewek  gw main di PS aja,0,2025-07-02T04:50:45Z
@KevLar-i9v,Gua nggak terta Rik😊,0,2025-07-02T04:49:24Z
@Eireng,Ah normal ini mah😂😂,0,2025-07-02T04:48:14Z
@dabedo27,"sementara gw

-main jadi bajak laut  (blox fruit)
-jadi petani  (grow a garden)
-naik kereta sambil bunuh zombie (dead rails)
-main fps 2 vs 2 (rivals)
-tarung pakek kekuatan anime (the strongest battle ground)


lo pikir gw peduli sama avatar!!!!!!!!!!!!!!!",0,2025-07-02T04:47:15Z
@dandi6779,Ahh normal inimah,0,2025-07-02T04:45:09Z
@muchamadteguh4177,"Dibawa santai, palingan itu avatar di buru buat hode2 😂",1,2025-07-02T04:44:52Z
@FuckOff23-w4d,Masih mending stellar blade gw sange jir bentuk 3d dengan postur badan yg realistis dripada roblok mah jir,0,2025-07-02T04:31:55Z
@TutorialAndGame4,Aku ada versi ai nya 😜,0,2025-07-02T04:31:00Z
@Noob27-r2o,Aku ya ga tahu kalo ada char kaya gini di roblox (aku ga main)🗿,2,2025-07-02T04:27:26Z
@ZFV-q1r,mendingan gw pake ava gw sendiri,0,2025-07-02T04:21:28Z
@suskiryu,Hell nawh jadi banyak Gooner gini di road block💀,7,2025-07-02T04:21:03Z
@BerthlyNgilamele,"Gw aja maen roblox, karna ngecheat, awok awok awok, pengguna delta=exploiter 🤫🧏",1,2025-07-02T04:20:16Z
@MuhammadMisbahulmunir-u4h,Bang bahas anime jojo Blizzard adventure,0,2025-07-02T04:16:35Z
@sngd_begitulah,Makin ngawur nih org org 😂,2,2025-07-02T04:14:55Z
@yasaja-x2d,Oji wahyudi kebelet ama Avatar Roblox wkwkkwk,8,2025-07-02T04:13:08Z
@muhammadridwan2241,Bocah itu sepertinya belum pernah bertemu dengan kucing peduli dan ipo chan🗿,50,2025-07-02T04:12:21Z
@FatahAlfatah-r9r,Gw main roblox karena ada grow a garden,0,2025-07-02T04:09:44Z
@ZaldiKurniawan,Mending main map battlegrounds dan jadi petani,0,2025-07-02T04:06:45Z
@SelviAna-v7k,😂😂😂😂😂Hhhhh  apan  tuajir  bisaaja,0,2025-07-02T04:05:59Z
@ZakiakiAKI,Apakah anda birahi sama avatar roblox?,0,2025-07-02T04:05:16Z
@Ruri_Biawak,"Makin Ngawur dah nafsu Manusia Zaman sekarang 

Kagak Heran Dah kalau Di Masa depan Ada yg Nafsu ama Eee apa ya? pou kali",0,2025-07-02T04:04:43Z
@kovlaaismine,intinya hampir semua player roblok setengah caboel😂,1,2025-07-02T04:02:14Z
@NuggUhuyyy,Anda birahi dengan char roblox?? Anda sudah gila 😂,455,2025-07-02T04:01:05Z
@ayano3225,memeng main Roblox bikin gablok😂,1,2025-07-02T03:52:49Z
@Alwiverse,Bukan bang karena Roblox ada 40Miliar lebih game atau game grow a garden,0,2025-07-02T03:50:44Z
@AryaSatya-f3g,Aku juga mw😋,0,2025-07-02T03:47:40Z
@Bimzznoelite205,Udah nggak ketolong si 🗿,0,2025-07-02T03:46:25Z
@cuma_malezzxt,Anda birahi sama avatar roblox😂,2,2025-07-02T03:43:55Z
@FATIH2016-s5f,Gw GK main Roblox game haram,1,2025-07-02T03:42:36Z
@FATIH2016-s5f,Roblox game haram bjir,1,2025-07-02T03:42:14Z
@NG-Z18,"Ah, itumah orang gila yang salah tubuh🗿",1,2025-07-02T03:40:29Z
@NPC178-f4b,Menurut aku gak normal bg,1,2025-07-02T03:40:16Z
@irfan12_ZL,Memang Roblox game penuh viralnya,1,2025-07-02T03:39:00Z
@tedjoas,Gua lebih setuju orang nikah sama anime,0,2025-07-02T03:38:45Z
@YTBORTOD_KW,gw main Roblox tapi main blox fruit,0,2025-07-02T03:38:10Z
@Jesen135,Lah kukira karena game grow a garden,0,2025-07-02T03:37:35Z
@Kenneth-k9r,Dibawa santai aja b aja gua mah main Roblox cuma main kaya gitu doang,0,2025-07-02T03:35:53Z
@ismalajha1605,"BERARTI TUH BOCIL MASIH BELUM TERJERUMUS VIDEO FOURNO ANDAI DIA TAU VIDEO FOURNO MUNGKIN PAS DIA LIHAT KARAKTER² KAYAK GINI ""AHH MEMBOSANKAN""",32,2025-07-02T03:35:45Z
@qothrus,"Nggak bisa nyalahin, toh gua juga berkhayal nikahin waifu gua",0,2025-07-02T03:34:58Z
@hayaky73,Di game cantik di real life......,156,2025-07-02T03:34:23Z
@Siwibugaboed,GK normal jir💀,0,2025-07-02T03:30:33Z
@MichaelRooroh-c7q,gw aja main Roblox Cuman Gara-gara Parkour buat Fast hand🗿,4,2025-07-02T03:30:15Z
@foren212,Daripada nonton yg gituan mendingan jadi petani aja😂😂😂,238,2025-07-02T03:26:06Z
@RAGNAROKFW,Kalo aku sih karena game peta peta🗿,0,2025-07-02T03:25:49Z
@kusurscientist56,Bro gooning sama avatar roblox💀☠️,22,2025-07-02T03:25:27Z
@KRATOS_...,"Diajak becanda aja tu, masa iya sanguk sama karakter begituan orang indo?",0,2025-07-02T03:24:32Z
@kazumaxd8649,udh ku blng game ini gila,0,2025-07-02T03:21:17Z
@Rexxzzr,damn🥀💔,0,2025-07-02T03:18:12Z
@Aldous-e3k,hell nah 💀💀,0,2025-07-02T03:16:40Z
@Abdan_ElFatih,Kok bahas game bang apa ga bahas anime atack on titan,0,2025-07-02T03:14:21Z
@junsin4348,Aku yakin mereka suka Avatar ini orang stress,0,2025-07-02T03:14:15Z
@badang-w3e,Astagfirullah itu cuma geme loh sumpah 😅😅😅,0,2025-07-02T03:13:37Z
@BagasBahtiar-di5xg,"Kata gue, cuman orang setres yg fetish ama karakter roblox",0,2025-07-02T03:12:05Z
@keanuragil6652,Ganormal💀,1,2025-07-02T03:11:57Z
@indradra1918,bang kok tumben bahas roblox bukan anime,0,2025-07-02T03:11:10Z
@DrawAeroAviationID,Bahkan karakter game anak anak malah dijadiin seksi ✋💀🤚,0,2025-07-02T03:10:37Z
@EndanGaming,hell nah broo 🥀💔,0,2025-07-02T03:10:32Z
@Firdaus21-02,What antum birahi sama Avatar Roblox 💀,80,2025-07-02T03:09:38Z
@NicoDJoyboy,uda ganti server ke game roblox kah min anime?,0,2025-07-02T03:09:18Z
@rifqysanjaya6196,Kenapa art style yang diawal....ah sudahlah,0,2025-07-02T03:05:31Z
@YulianWang77,💔💔🥀🥀,0,2025-07-02T03:05:16Z
@renzz5487,Banyak yg Sussy baka bruhh,0,2025-07-02T03:05:09Z
@nfy_xz,TIIIKKKK TOOKKKK,0,2025-07-02T03:04:15Z
@Salindo_2023,🗿,0,2025-07-02T03:03:59Z
@RIZZCHANNEL-g8f,Bang kalau Sasha masih hidup sampai rumbling apa yang dia lakukan,0,2025-07-02T03:03:45Z
@NavzyterXD,💔🥀,0,2025-07-02T03:02:15Z
@UchihaItachi-x6m,Halo bang 🎉😊,0,2025-07-02T03:01:38Z
